production_budget,worldwide_gross,title_year,aspect_ratio,duration.1,cast_total_facebook_likes,budget,imdb_score
55000000.0,98699769.0,1999.0,1.37,85.0,22458.0,55000000.0,6.4
55000000.0,153535982.0,2004.0,2.35,137.0,1959.0,30000000.0,8.0
55000000.0,71189835.0,2000.0,2.35,110.0,939.0,55000000.0,6.6
55000000.0,110387072.0,2013.0,1.85,91.0,3104.0,55000000.0,5.9
55000000.0,129075270.0,2008.0,2.35,104.0,7247.0,55000000.0,6.6
55000000.0,154605868.0,2004.0,2.35,143.0,20660.0,70000000.0,7.4
55000000.0,79312301.0,2014.0,1.85,119.0,6089.0,50000000.0,6.4
55000000.0,151947179.0,1996.0,2.35,135.0,164.0,55000000.0,6.3
55000000.0,70692101.0,1998.0,2.35,122.0,24270.0,55000000.0,7.3
55000000.0,90552675.0,2010.0,2.35,119.0,4315.0,55000000.0,6.4
55000000.0,38564422.0,1996.0,2.35,110.0,1752.0,55000000.0,6.8
55000000.0,113805580.0,2008.0,2.35,141.0,12840.0,55000000.0,7.8
55000000.0,67353000.0,2012.0,2.35,102.0,2488.0,68000000.0,5.7
55000000.0,67353000.0,2012.0,2.35,102.0,2486.0,68000000.0,5.7
55000000.0,45016494.0,2003.0,1.85,94.0,2248.0,55000000.0,6.0
55000000.0,34105207.0,1999.0,2.35,126.0,13406.0,55000000.0,6.5
55000000.0,63537164.0,2003.0,2.35,118.0,14036.0,55000000.0,5.8
55000000.0,43980363.0,2008.0,2.35,99.0,10026.0,55000000.0,5.8
55000000.0,60209334.0,1996.0,1.85,107.0,31014.0,50000000.0,5.6
55000000.0,18582965.0,1996.0,2.35,116.0,24618.0,55000000.0,5.8
55000000.0,74870866.0,2007.0,1.85,114.0,16899.0,55000000.0,6.9
55000000.0,16123323.0,2009.0,2.35,107.0,3742.0,55000000.0,5.6
55000000.0,12923936.0,2003.0,2.35,280.0,1671.0,56000000.0,6.3
55000000.0,11532774.0,1997.0,2.35,100.0,3952.0,71000000.0,4.7
55000000.0,22597969.0,2012.0,1.85,92.0,25418.0,55000000.0,5.7
55000000.0,9521458.0,2006.0,1.85,128.0,27614.0,55000000.0,6.2
55000000.0,28231444.0,2004.0,1.85,95.0,2260.0,57000000.0,4.2
55000000.0,69759296.0,2004.0,2.35,133.0,405.0,47000000.0,7.7
55000000.0,1807990.0,2002.0,2.35,96.0,15803.0,55000000.0,5.3
54000000.0,130402010.0,2006.0,1.85,110.0,847.0,54000000.0,5.6
54000000.0,166617328.0,2008.0,2.35,123.0,14727.0,55000000.0,7.7
54000000.0,50719373.0,2005.0,1.85,123.0,12700.0,57000000.0,6.4
54000000.0,7126002.0,2003.0,2.35,121.0,286.0,54000000.0,2.4
53012938.0,107190108.0,2000.0,2.35,99.0,26527.0,46000000.0,5.9
53000000.0,109848461.0,2005.0,2.35,107.0,2297.0,50000000.0,5.1
53000000.0,131159781.0,2009.0,2.35,118.0,22517.0,50000000.0,7.4
53000000.0,139801410.0,1997.0,2.35,94.0,6017.0,50000000.0,7.1
53000000.0,179213196.0,2001.0,2.35,127.0,2601.0,52500000.0,7.6
53000000.0,54207112.0,2001.0,2.35,89.0,13390.0,53000000.0,5.5
53000000.0,63657941.0,2006.0,2.35,135.0,24468.0,90000000.0,7.1
53000000.0,50187789.0,2007.0,2.35,189.0,22186.0,53000000.0,7.6
53000000.0,22852487.0,1998.0,1.85,172.0,2397.0,55000000.0,5.9
52500000.0,134612435.0,2012.0,1.85,157.0,2759.0,40000000.0,7.4
52000000.0,355612291.0,2002.0,1.85,141.0,48153.0,52000000.0,8.0
52000000.0,602500560.0,2008.0,2.35,108.0,26002.0,52000000.0,6.3
52000000.0,205727307.0,2006.0,1.85,106.0,8315.0,52000000.0,5.8
52000000.0,217569328.0,2010.0,1.85,125.0,45696.0,52000000.0,5.7
52000000.0,75835124.0,2011.0,2.35,118.0,28045.0,52000000.0,6.4
52000000.0,97709034.0,1998.0,2.35,215.0,1937.0,52000000.0,7.6
52000000.0,53139168.0,2010.0,2.35,92.0,488.0,52000000.0,6.5
52000000.0,23010607.0,2003.0,2.35,104.0,2422.0,52000000.0,5.5
51000000.0,149270999.0,2000.0,1.85,116.0,1711.0,51000000.0,6.5
51000000.0,46815807.0,2006.0,1.85,93.0,5468.0,53296153.115867846,4.9
50200000.0,126931325.0,2011.0,1.85,106.0,14607.0,50200000.0,7.1
50000000.0,687557727.0,2009.0,2.35,130.0,64040.0,50000000.0,4.6
50000000.0,491812794.0,2001.0,1.85,90.0,275.0,60000000.0,7.9
50000000.0,556016627.0,2012.0,1.85,112.0,21773.0,50000000.0,7.0
50000000.0,331333876.0,2014.0,2.35,112.0,19428.0,50000000.0,7.1
50000000.0,274000000.0,1996.0,1.85,139.0,12182.0,50000000.0,7.3
50000000.0,238757137.0,2015.0,1.85,96.0,10886.0,50000000.0,6.1
50000000.0,314111923.0,1997.0,1.85,139.0,1474.0,50000000.0,7.7
50000000.0,202173000.0,1998.0,2.35,115.0,74382.0,50000000.0,6.7
50000000.0,203502372.0,2014.0,2.39,125.0,62837.0,50000000.0,6.0
50000000.0,172185754.0,2013.0,2.35,143.0,28176.0,50000000.0,6.3
50000000.0,257972745.0,2011.0,2.35,112.0,3388.0,50000000.0,7.1
50000000.0,171269535.0,2002.0,1.85,96.0,26826.0,50000000.0,5.8
50000000.0,206175032.0,2016.0,2.35,107.0,14569.0,50000000.0,6.6
50000000.0,257805243.0,2000.0,1.85,131.0,10003.0,52000000.0,7.3
50000000.0,178890782.0,2003.0,1.85,116.0,14087.0,50000000.0,6.4
50000000.0,225990976.0,2008.0,2.35,104.0,29505.0,70000000.0,6.8
50000000.0,212742160.0,2014.0,2.35,106.0,16967.0,50000000.0,7.0
50000000.0,159745279.0,1998.0,2.35,124.0,9988.0,50000000.0,6.7
50000000.0,128402901.0,2006.0,2.35,95.0,37967.0,50000000.0,5.6
50000000.0,185798265.0,2006.0,2.35,129.0,19148.0,45000000.0,7.6
50000000.0,147142328.0,2011.0,2.39,118.0,57426.0,50000000.0,7.4
50000000.0,161626121.0,1999.0,2.35,90.0,3148.0,50000000.0,7.1
50000000.0,186450317.0,2009.0,2.35,121.0,13421.0,50000000.0,6.2
50000000.0,161941727.0,2005.0,1.85,128.0,10163.0,53296153.115867846,5.4
50000000.0,118729073.0,2011.0,1.85,124.0,36873.0,53296153.115867846,7.1
50000000.0,111300835.0,2011.0,1.85,133.0,53094.0,50000000.0,7.6
50000000.0,208094550.0,2004.0,1.85,80.0,13430.0,35000000.0,5.0
50000000.0,96469187.0,2004.0,2.35,99.0,6729.0,60000000.0,5.2
50000000.0,130214162.0,2005.0,2.35,132.0,22417.0,54000000.0,8.2
50000000.0,105103783.0,2009.0,2.35,98.0,14007.0,65000000.0,5.7
50000000.0,144110682.0,2005.0,1.85,101.0,2177.0,50000000.0,4.7
50000000.0,88316835.0,2003.0,2.35,114.0,428.0,50000000.0,6.2
50000000.0,71052604.0,2006.0,1.85,78.0,11124.0,50000000.0,6.6
50000000.0,236799211.0,2012.0,1.85,113.0,8398.0,50000000.0,6.7
50000000.0,214949716.0,2013.0,2.35,98.0,11946.0,50000000.0,6.1
50000000.0,146195159.0,2011.0,1.85,109.0,15608.0,60000000.0,6.1
50000000.0,104488383.0,2001.0,2.35,113.0,3341.0,50000000.0,6.3
50000000.0,119114494.0,2002.0,1.85,124.0,2583.0,50000000.0,6.7
50000000.0,125168734.0,2004.0,2.35,98.0,16791.0,45000000.0,6.2
50000000.0,97651543.0,2014.0,2.35,95.0,19513.0,50000000.0,7.3
50000000.0,50068310.0,1997.0,2.35,121.0,19139.0,50000000.0,6.7
50000000.0,82751189.0,2006.0,2.35,105.0,101383.0,50000000.0,5.8
50000000.0,80369970.0,1997.0,2.35,129.0,1397.0,50000000.0,7.8
50000000.0,48169156.0,1997.0,2.35,125.0,15569.0,50000000.0,5.8
50000000.0,156602194.0,2014.0,1.85,89.0,1367.0,50000000.0,5.8
50000000.0,76119388.0,2014.0,2.35,141.0,30183.0,50000000.0,7.4
50000000.0,94704227.0,2006.0,2.35,132.0,1933.0,50000000.0,6.6
50000000.0,50054511.0,2000.0,1.85,118.0,24024.0,50000000.0,6.5
50000000.0,49105766.0,1998.0,2.35,140.0,20152.0,50000000.0,7.3
50000000.0,62967368.0,1997.0,2.35,124.0,1289.0,50000000.0,5.9
50000000.0,55489826.0,2003.0,2.35,114.0,19739.0,50000000.0,6.5
50000000.0,263894551.0,2004.0,2.35,108.0,15634.0,40000000.0,5.9
50000000.0,39778599.0,2000.0,2.35,119.0,29461.0,50000000.0,6.6
50000000.0,69425966.0,2005.0,1.85,93.0,14899.0,50000000.0,3.5
50000000.0,62209892.0,2009.0,2.35,99.0,701.0,40000000.0,6.4
50000000.0,43340302.0,2004.0,1.85,119.0,2052.0,50000000.0,6.0
50000000.0,46112640.0,1999.0,2.35,137.0,25469.0,50000000.0,6.5
50000000.0,84023611.0,2010.0,2.35,87.0,20061.0,50000000.0,4.2
50000000.0,113309743.0,1996.0,1.85,117.0,3016.0,40000000.0,4.3
50000000.0,105246941.0,2010.0,2.35,129.0,14344.0,50000000.0,6.5
50000000.0,56643267.0,2002.0,1.85,115.0,34606.0,50000000.0,6.1
50000000.0,56643267.0,2002.0,1.85,115.0,34605.0,50000000.0,6.1
50000000.0,55348693.0,2016.0,2.35,102.0,24107.0,50000000.0,4.8
50000000.0,80583311.0,2007.0,2.35,131.0,1344.0,50000000.0,6.2
50000000.0,27100030.0,1999.0,1.85,95.0,14706.0,50000000.0,5.9
50000000.0,42598498.0,2003.0,2.35,98.0,3357.0,50000000.0,6.5
50000000.0,66961644.0,2015.0,2.35,114.0,16992.0,50000000.0,6.6
50000000.0,26199517.0,2002.0,2.35,110.0,18635.0,50000000.0,6.4
50000000.0,53850527.0,2009.0,2.35,118.0,7654.0,50000000.0,6.5
50000000.0,25426861.0,1996.0,2.35,101.0,15935.0,50000000.0,5.7
50000000.0,34806726.0,2004.0,2.35,119.0,15757.0,50000000.0,7.3
50000000.0,26121638.0,2011.0,2.35,102.0,45202.0,49900000.0,5.6
50000000.0,41642166.0,2011.0,2.35,84.0,8018.0,55000000.0,6.0
50000000.0,42002029.0,2009.0,1.85,95.0,29926.0,50000000.0,5.8
50000000.0,28920188.0,2003.0,2.35,130.0,32637.0,50000000.0,7.5
50000000.0,60282876.0,2013.0,2.35,124.0,3580.0,60000000.0,6.2
50000000.0,41982227.0,2005.0,2.35,110.0,25049.0,50000000.0,5.8
50000000.0,56077088.0,2007.0,1.85,96.0,17211.0,25000000.0,7.7
50000000.0,14271297.0,1999.0,2.35,158.0,144.0,390000000.0,6.4
50000000.0,26097497.0,2010.0,2.35,108.0,10191.0,22000000.0,6.8
50000000.0,41042583.0,2011.0,1.85,104.0,16481.0,50000000.0,5.5
50000000.0,10561038.0,1997.0,2.35,115.0,2606.0,50000000.0,6.2
50000000.0,22969202.0,2005.0,2.35,127.0,5702.0,50000000.0,6.0
50000000.0,12335036.0,2009.0,2.35,96.0,1385.0,18000000.0,3.7
50000000.0,8374062.0,2002.0,1.85,109.0,52885.0,55000000.0,6.4
50000000.0,6626115.0,2004.0,2.35,88.0,11972.0,50000000.0,4.9
50000000.0,6291602.0,2000.0,1.85,87.0,3954.0,50000000.0,5.6
50000000.0,3434330.0,2015.0,2.35,137.0,27666.0,50000000.0,6.4
49000000.0,43905746.0,2001.0,2.35,85.0,32831.0,49000000.0,5.9
49000000.0,105002056.0,2015.0,2.35,120.0,23051.0,49000000.0,6.9
49000000.0,71004627.0,2012.0,2.35,129.0,2035.0,53296153.115867846,6.6
48000000.0,208300000.0,2000.0,1.85,190.0,1418.0,48000000.0,7.6
48000000.0,196308367.0,2002.0,2.35,112.0,18141.0,48000000.0,6.8
48000000.0,327656424.0,2014.0,2.35,115.0,16967.0,48000000.0,6.0
48000000.0,124304264.0,1999.0,2.35,113.0,4660.0,48000000.0,6.8
48000000.0,151463090.0,1999.0,2.35,118.0,29748.0,48000000.0,6.7
48000000.0,107752036.0,1999.0,2.35,114.0,3743.0,48000000.0,7.1
48000000.0,86607223.0,2001.0,2.35,112.0,1823.0,48000000.0,6.4
48000000.0,71171825.0,2007.0,2.35,122.0,33548.0,55000000.0,7.8
48000000.0,50315140.0,2001.0,2.35,120.0,33615.0,48000000.0,7.4
48000000.0,70937778.0,2001.0,1.85,123.0,22209.0,48000000.0,6.4
48000000.0,90376224.0,2000.0,2.35,93.0,5390.0,48000000.0,6.0
48000000.0,77562568.0,1998.0,1.85,123.0,3768.0,48000000.0,7.0
47500000.0,14968379.0,2016.0,2.35,127.0,2104.0,25000000.0,7.3
47000000.0,102825796.0,1996.0,2.35,96.0,3718.0,47000000.0,6.0
47000000.0,116773317.0,1998.0,2.157505658669081,110.0,371.0,53296153.115867846,7.8
47000000.0,29781453.0,2001.0,1.85,132.0,4796.0,48000000.0,6.4
47000000.0,11022696.0,2010.0,2.35,81.0,14619.0,47000000.0,4.7
47000000.0,12900000.0,1996.0,1.85,108.0,8349.0,47000000.0,5.8
46000000.0,298923419.0,1997.0,2.35,105.0,12344.0,46000000.0,6.3
46000000.0,160648493.0,2001.0,2.35,102.0,9176.0,48000000.0,5.7
46000000.0,150000000.0,1996.0,2.35,111.0,6315.0,45000000.0,7.6
46000000.0,113622499.0,2002.0,2.35,118.0,15658.0,46000000.0,7.2
46000000.0,100833145.0,1996.0,1.85,116.0,33233.0,46000000.0,6.6
45000000.0,302710615.0,1997.0,1.85,86.0,2070.0,45000000.0,6.8
45000000.0,363095319.0,1998.0,2.35,95.0,24205.0,120000000.0,7.2
45000000.0,377807404.0,2012.0,2.35,98.0,16410.0,45000000.0,6.3
45000000.0,155200000.0,2003.0,1.85,84.0,3629.0,48000000.0,5.5
45000000.0,213420951.0,2000.0,1.85,109.0,1574.0,45000000.0,6.2
45000000.0,243180937.0,2008.0,1.85,93.0,17925.0,45000000.0,5.8
45000000.0,122071435.0,2004.0,1.85,113.0,15362.0,40000000.0,5.7
45000000.0,174810815.0,2007.0,1.85,97.0,14868.0,45000000.0,7.4
45000000.0,160971922.0,2011.0,1.85,103.0,1336.0,45000000.0,7.1
45000000.0,155931301.0,2005.0,2.35,101.0,6292.0,60000000.0,5.5
45000000.0,104505362.0,2001.0,2.35,122.0,22370.0,45000000.0,7.7
45000000.0,90523726.0,1999.0,2.35,102.0,26998.0,45000000.0,7.3
45000000.0,141189101.0,2001.0,1.85,83.0,1645.0,45000000.0,5.2
45000000.0,76665507.0,2005.0,2.35,136.0,20299.0,30000000.0,7.2
45000000.0,135808837.0,2010.0,2.35,110.0,21554.0,40000000.0,5.5
45000000.0,66790248.0,2002.0,2.35,91.0,758.0,45000000.0,6.5
45000000.0,136998907.0,1997.0,2.35,89.0,3717.0,45000000.0,4.6
45000000.0,113417762.0,2006.0,2.35,102.0,2998.0,50000000.0,6.8
45000000.0,113916474.0,2000.0,2.35,107.0,3106.0,45000000.0,5.6
45000000.0,247967903.0,2003.0,2.35,129.0,28886.0,45000000.0,7.7
45000000.0,75854588.0,1996.0,2.35,135.0,3648.0,45000000.0,6.3
45000000.0,55842724.0,2005.0,2.35,95.0,27351.0,45000000.0,5.6
45000000.0,102746214.0,2005.0,2.35,109.0,14073.0,50000000.0,6.8
45000000.0,146162920.0,2007.0,2.35,94.0,16225.0,45000000.0,6.3
45000000.0,48563556.0,2004.0,2.35,93.0,4604.0,26000000.0,4.3
45000000.0,80594860.0,2012.0,2.35,141.0,1948.0,45000000.0,6.5
45000000.0,127990741.0,2014.0,1.85,117.0,49743.0,40000000.0,6.5
45000000.0,43343247.0,2006.0,2.35,112.0,3757.0,45000000.0,6.4
45000000.0,65595141.0,2006.0,2.35,102.0,15053.0,52000000.0,6.6
45000000.0,61475984.0,2004.0,2.35,94.0,1102.0,25000000.0,6.5
45000000.0,49610898.0,2006.0,1.85,88.0,33822.0,50000000.0,5.9
45000000.0,163126676.0,2003.0,1.85,87.0,1461.0,35000000.0,6.1
45000000.0,59551283.0,2009.0,1.85,86.0,3423.0,45000000.0,5.4
45000000.0,29367143.0,2007.0,2.35,133.0,5405.0,45000000.0,7.4
45000000.0,29367143.0,2007.0,2.35,133.0,5405.0,45000000.0,7.4
45000000.0,79564960.0,2008.0,2.35,119.0,53895.0,35000000.0,7.3
45000000.0,70216497.0,2008.0,2.35,101.0,15990.0,70000000.0,5.6
45000000.0,36404841.0,1996.0,1.85,91.0,3855.0,45000000.0,5.3
45000000.0,20133326.0,1996.0,2.35,117.0,2348.0,45000000.0,6.0
45000000.0,29406132.0,2001.0,2.35,124.0,793.0,45000000.0,6.8
45000000.0,65532491.0,2010.0,2.35,128.0,2507.0,45000000.0,7.2
45000000.0,18120267.0,2000.0,2.35,220.0,15006.0,57000000.0,5.8
45000000.0,46598133.0,2008.0,1.85,99.0,12166.0,40000000.0,5.4
45000000.0,41467606.0,2012.0,2.35,95.0,578.0,35000000.0,7.1
45000000.0,41467606.0,2012.0,2.35,95.0,578.0,35000000.0,7.1
45000000.0,11203026.0,1998.0,2.35,106.0,6558.0,45000000.0,6.0
45000000.0,164539660.0,2011.0,2.35,101.0,661.0,45000000.0,6.3
45000000.0,9110458.0,2008.0,2.35,160.0,26982.0,45000000.0,6.0
45000000.0,8488871.0,2002.0,1.85,74.0,13917.0,40000000.0,6.5
45000000.0,31077418.0,2007.0,2.35,139.0,538.0,45000000.0,6.4
45000000.0,2154540.0,1997.0,2.35,103.0,2457.0,45000000.0,4.9
44500000.0,227140757.0,2012.0,2.35,130.0,3133.0,44500000.0,7.7
44000000.0,165600852.0,1996.0,2.35,147.0,37076.0,44000000.0,7.5
44000000.0,48478084.0,2010.0,2.35,99.0,1066.0,44000000.0,6.5
44000000.0,12342632.0,2014.0,2.35,112.0,12239.0,44000000.0,6.6
43000000.0,229727774.0,2013.0,2.35,123.0,4825.0,43000000.0,6.6
43000000.0,80013623.0,2000.0,2.35,136.0,1801.0,43000000.0,7.3
43000000.0,62063972.0,2000.0,1.37,103.0,23864.0,43000000.0,6.0
43000000.0,63078756.0,2002.0,1.85,90.0,132.0,43000000.0,5.1
42500000.0,76347393.0,2011.0,2.35,93.0,27834.0,40000000.0,6.6
42000000.0,202812429.0,2012.0,2.35,109.0,19968.0,42000000.0,7.2
42000000.0,363728226.0,1999.0,2.35,124.0,9255.0,42000000.0,7.0
42000000.0,227793915.0,2000.0,1.85,84.0,1817.0,45000000.0,7.0
42000000.0,173044410.0,2004.0,1.85,90.0,24534.0,42000000.0,5.9
42000000.0,73239258.0,2012.0,1.85,105.0,6727.0,42000000.0,6.5
42000000.0,63781100.0,2002.0,2.35,115.0,15571.0,42000000.0,6.3
42000000.0,41267469.0,1996.0,1.85,122.0,13716.0,42000000.0,6.5
42000000.0,91678442.0,2011.0,2.35,100.0,15369.0,42000000.0,5.4
42000000.0,56438555.0,2002.0,2.35,119.0,1651.0,32000000.0,6.5
42000000.0,56331864.0,2001.0,2.35,120.0,33585.0,42000000.0,6.1
42000000.0,60437727.0,2005.0,2.35,122.0,12076.0,50000000.0,7.6
42000000.0,45688337.0,2012.0,2.35,102.0,362.0,42000000.0,6.6
42000000.0,8514325.0,2010.0,2.35,100.0,2056.0,45000000.0,6.3
42000000.0,11756922.0,2009.0,2.35,105.0,1342.0,27000000.0,7.2
41000000.0,245769202.0,2002.0,2.35,110.0,1954.0,41000000.0,7.0
41000000.0,100622586.0,2001.0,2.35,144.0,18761.0,65000000.0,6.9
41000000.0,22108977.0,2003.0,2.35,108.0,1134.0,41000000.0,5.2
41000000.0,7684524.0,2011.0,2.35,100.0,2085.0,41000000.0,6.2
40000000.0,672806292.0,1999.0,1.85,107.0,17540.0,40000000.0,8.1
40000000.0,570978470.0,2015.0,2.35,129.0,4585.0,40000000.0,4.1
40000000.0,314709717.0,2009.0,2.35,108.0,18656.0,40000000.0,6.7
40000000.0,257878294.0,2013.0,2.35,138.0,83012.0,40000000.0,7.3
40000000.0,189714544.0,2003.0,1.85,94.0,7014.0,40000000.0,5.8
40000000.0,457507776.0,2014.0,2.35,89.0,32325.0,40000000.0,6.4
40000000.0,149804632.0,2013.0,2.35,121.0,1261.0,40000000.0,7.6
40000000.0,177835231.0,1999.0,2.35,105.0,2129.0,70000000.0,6.4
40000000.0,167851995.0,2003.0,1.85,84.0,22935.0,38000000.0,4.1
40000000.0,152266007.0,1996.0,2.35,149.0,31349.0,40000000.0,7.4
40000000.0,97470701.0,2013.0,2.35,128.0,16911.0,40000000.0,7.5
40000000.0,126646119.0,2009.0,1.85,123.0,13321.0,40000000.0,7.0
40000000.0,181053657.0,2009.0,2.35,129.0,318.0,40000000.0,6.4
40000000.0,124246152.0,2016.0,2.35,102.0,5178.0,40000000.0,5.9
40000000.0,178710620.0,2006.0,1.85,89.0,5855.0,45000000.0,5.1
40000000.0,106511453.0,2015.0,1.85,107.0,12556.0,40000000.0,6.0
40000000.0,161838076.0,2000.0,2.35,116.0,600.0,40000000.0,5.5
40000000.0,141208010.0,2014.0,1.85,109.0,16179.0,35000000.0,5.7
40000000.0,195111193.0,2014.0,2.35,109.0,2357.0,40000000.0,6.0
40000000.0,120612565.0,2006.0,2.35,120.0,24300.0,40000000.0,7.3
40000000.0,128792135.0,1999.0,1.85,139.0,36810.0,40000000.0,7.3
40000000.0,197232734.0,2015.0,1.85,121.0,36010.0,35000000.0,7.2
40000000.0,124823094.0,2004.0,1.85,178.0,5074.0,40000000.0,7.7
40000000.0,161513754.0,2015.0,2.35,142.0,16944.0,40000000.0,7.6
40000000.0,150886329.0,2008.0,2.35,90.0,6775.0,40000000.0,6.6
40000000.0,91729503.0,2009.0,1.85,105.0,28928.0,40000000.0,7.1
40000000.0,70836296.0,2001.0,1.85,114.0,2842.0,40000000.0,5.9
40000000.0,137047376.0,2006.0,1.85,99.0,19334.0,40000000.0,4.6
40000000.0,145238250.0,2001.0,2.35,123.0,43917.0,34000000.0,6.1
40000000.0,187384627.0,2009.0,2.35,82.0,303717.0,40000000.0,5.2
40000000.0,139474906.0,2009.0,2.35,102.0,7009.0,20000000.0,6.4
40000000.0,91455875.0,2010.0,1.85,114.0,2091.0,53296153.115867846,6.4
40000000.0,141484812.0,2003.0,1.85,98.0,22318.0,40000000.0,5.8
40000000.0,58855732.0,2001.0,2.35,106.0,2544.0,40000000.0,6.4
40000000.0,87145086.0,2011.0,2.35,118.0,13943.0,40000000.0,7.3
40000000.0,118097882.0,2004.0,1.85,106.0,2325.0,50000000.0,6.1
40000000.0,74156610.0,2013.0,2.35,89.0,3361.0,40000000.0,5.9
40000000.0,71743823.0,1998.0,2.35,108.0,8610.0,40000000.0,6.1
40000000.0,87949859.0,1997.0,1.85,98.0,7039.0,40000000.0,5.2
40000000.0,105945357.0,2014.0,2.35,116.0,30571.0,42000000.0,6.3
40000000.0,75389090.0,2002.0,1.85,131.0,17152.0,35000000.0,7.7
40000000.0,104407366.0,2006.0,2.35,130.0,63986.0,40000000.0,8.5
40000000.0,114830111.0,2006.0,2.35,99.0,18693.0,40000000.0,6.8
40000000.0,127234389.0,2010.0,2.35,107.0,4243.0,40000000.0,6.4
40000000.0,55249159.0,2012.0,1.85,105.0,9069.0,25000000.0,6.6
40000000.0,146300356.0,2007.0,1.85,95.0,2787.0,53296153.115867846,6.5
40000000.0,92111551.0,2004.0,2.35,96.0,41293.0,40000000.0,6.6
40000000.0,92256918.0,2005.0,2.35,104.0,1274.0,43000000.0,6.5
40000000.0,65282732.0,2014.0,2.35,134.0,2281.0,40000000.0,6.9
40000000.0,106548738.0,2008.0,2.35,101.0,4298.0,40000000.0,5.8
40000000.0,45916769.0,1997.0,2.35,135.0,16762.0,40000000.0,7.1
40000000.0,58250151.0,1997.0,1.85,155.0,37570.0,36000000.0,7.2
40000000.0,86760995.0,2014.0,2.35,136.0,28927.0,40000000.0,6.1
40000000.0,155011165.0,2011.0,2.35,92.0,3074.0,40000000.0,5.9
40000000.0,50071069.0,2005.0,2.35,104.0,1827.0,30000000.0,6.2
40000000.0,128884494.0,2007.0,2.35,102.0,4324.0,40000000.0,4.7
40000000.0,126069509.0,2014.0,1.85,94.0,1488.0,40000000.0,5.1
40000000.0,95989590.0,2011.0,2.35,111.0,4486.0,40000000.0,6.2
40000000.0,90717684.0,2000.0,1.85,103.0,26938.0,40000000.0,5.5
40000000.0,101162106.0,2011.0,2.35,109.0,390.0,40000000.0,7.0
40000000.0,41294674.0,2012.0,2.35,95.0,1070.0,40000000.0,5.8
40000000.0,72295262.0,2011.0,2.35,112.0,3432.0,40000000.0,6.4
40000000.0,96398826.0,1999.0,2.35,123.0,12970.0,40000000.0,6.5
40000000.0,53864342.0,1999.0,1.85,102.0,2913.0,40000000.0,5.8
40000000.0,55696705.0,2000.0,1.85,123.0,23920.0,40000000.0,7.2
40000000.0,49686263.0,2008.0,2.35,102.0,3239.0,40000000.0,5.7
40000000.0,55247881.0,2011.0,2.35,129.0,15595.0,40000000.0,6.9
40000000.0,59795070.0,2010.0,2.35,107.0,621.0,40000000.0,6.5
40000000.0,46666955.0,2005.0,2.35,117.0,3969.0,40000000.0,5.0
40000000.0,30199105.0,2000.0,2.35,116.0,3753.0,40000000.0,5.7
40000000.0,69807260.0,2013.0,1.85,113.0,36009.0,40000000.0,6.4
40000000.0,40435694.0,2000.0,2.35,107.0,4565.0,40000000.0,5.1
40000000.0,28544120.0,1999.0,1.85,90.0,1335.0,40000000.0,5.3
40000000.0,27682712.0,1996.0,2.35,99.0,10469.0,40000000.0,4.4
40000000.0,27053815.0,2001.0,2.35,104.0,2888.0,40000000.0,4.7
40000000.0,78269970.0,2008.0,1.85,115.0,77823.0,35000000.0,6.7
40000000.0,65754228.0,2001.0,1.85,119.0,29484.0,40000000.0,6.7
40000000.0,22433915.0,2002.0,2.35,108.0,34377.0,60000000.0,6.2
40000000.0,22365133.0,1999.0,1.85,128.0,3821.0,60000000.0,5.9
40000000.0,46176322.0,2004.0,2.35,84.0,5039.0,40000000.0,4.0
40000000.0,47085064.0,2009.0,1.85,87.0,24770.0,40000000.0,7.8
40000000.0,25693998.0,2012.0,2.35,107.0,1702.0,40000000.0,6.5
40000000.0,169590606.0,2012.0,2.35,114.0,7099.0,45000000.0,7.6
40000000.0,20790486.0,2012.0,2.35,91.0,222.0,40000000.0,5.9
40000000.0,60862471.0,2006.0,1.85,123.0,7243.0,40000000.0,6.4
40000000.0,19417182.0,2000.0,2.35,102.0,14463.0,40000000.0,5.1
40000000.0,14448589.0,2002.0,2.35,103.0,12566.0,40000000.0,5.8
40000000.0,39753957.0,2009.0,2.35,109.0,20503.0,40000000.0,5.9
40000000.0,21215882.0,2004.0,1.85,91.0,3974.0,30000000.0,4.8
40000000.0,13508635.0,1999.0,1.85,106.0,4327.0,40000000.0,6.3
40000000.0,35195939.0,2004.0,1.85,103.0,3639.0,60000000.0,6.2
40000000.0,13208023.0,2002.0,2.35,101.0,4262.0,42000000.0,3.3
40000000.0,12345883.0,2008.0,2.35,100.0,4103.0,53296153.115867846,6.5
40000000.0,13644292.0,2015.0,2.35,115.0,1686.0,40000000.0,5.8
40000000.0,10717421.0,1999.0,1.85,83.0,4024.0,24000000.0,4.1
40000000.0,17033431.0,2009.0,2.35,108.0,14127.0,33000000.0,6.8
40000000.0,10070651.0,2003.0,1.85,89.0,3096.0,40000000.0,5.8
40000000.0,26738000.0,2015.0,1.85,159.0,554.0,18026148.0,8.4
40000000.0,7974607.0,2001.0,1.85,102.0,2664.0,40000000.0,6.2
40000000.0,33175076.0,2015.0,2.35,110.0,12876.0,40000000.0,6.0
40000000.0,33175076.0,2015.0,2.35,110.0,12876.0,40000000.0,6.0
40000000.0,33175076.0,2015.0,2.35,110.0,12876.0,40000000.0,6.0
